GEOID,county,tract,ma_lf_b12,un_w16-50_b12_lf,total_lf_b12
06037183610,037,183610,0,7,7
06037574602,037,574602,0,0,0
06037575402,037,575402,6,19,25
06037576602,037,576602,38,37,75
06085504316,085,504316,22,0,22
06085504321,085,504321,73,7,80
06085504505,085,504505,57,55,112
06085504803,085,504803,124,82,206
06085505203,085,505203,40,0,40
06085505403,085,505403,0,3,3
06085506102,085,506102,24,0,24
06085507600,085,507600,26,0,26
06085507701,085,507701,5,24,29
06085507808,085,507808,51,0,51
06037270100,037,270100,40,0,40
06037276000,037,276000,43,0,43
06037291210,037,291210,15,7,22
06037293202,037,293202,32,42,74
06037576402,037,576402,10,0,10
06037576700,037,576700,25,12,37
06037430101,037,430101,27,0,27
06037430200,037,430200,0,0,0
06037430400,037,430400,7,0,7
06037431400,037,431400,21,8,29
06037533603,037,533603,0,27,27
06037533902,037,533902,0,28,28
06037534203,037,534203,32,12,44
06037534405,037,534405,6,13,19
06037534501,037,534501,16,11,27
06037534700,037,534700,11,4,15
06037535501,037,535501,22,17,39
06037535804,037,535804,10,41,51
06037540202,037,540202,37,25,62
06037540300,037,540300,53,21,74
06037540501,037,540501,35,0,35
06037541001,037,541001,5,4,9
06037542502,037,542502,21,44,65
06037542601,037,542601,4,0,4
06037542602,037,542602,22,0,22
06037543322,037,543322,0,31,31
06037543503,037,543503,21,56,77
06059087803,059,087803,58,0,58
06059088104,059,088104,16,40,56
06059088403,059,088403,25,0,25
06059088602,059,088602,0,21,21
06059088801,059,088801,67,19,86
06059088802,059,088802,7,0,7
06059089003,059,089003,17,8,25
06059089004,059,089004,45,32,77
06059089105,059,089105,28,33,61
06059099222,059,099222,45,0,45
06059099229,059,099229,0,0,0
06059099246,059,099246,26,0,26
06059099251,059,099251,22,0,22
06059099308,059,099308,26,0,26
06059099411,059,099411,31,0,31
06059099413,059,099413,44,0,44
06059099415,059,099415,79,0,79
06059099417,059,099417,16,15,31
06059099508,059,099508,36,0,36
06059099511,059,099511,0,0,0
06059062900,059,062900,0,0,0
06059099203,059,099203,32,0,32
06059099216,059,099216,7,0,7
06059099225,059,099225,34,3,37
06037194300,037,194300,17,0,17
06037209403,037,209403,0,0,0
06037209520,037,209520,5,24,29
06037553200,037,553200,21,0,21
06037553502,037,553502,10,0,10
06037554403,037,554403,22,23,45
06037554404,037,554404,9,13,22
06037554521,037,554521,37,0,37
06037570003,037,570003,27,8,35
06037570100,037,570100,11,8,19
06037570304,037,570304,5,144,149
06037570601,037,570601,0,0,0
06037570602,037,570602,66,56,122
06037570701,037,570701,0,68,68
06037571400,037,571400,19,0,19
06037571800,037,571800,0,0,0
06037572100,037,572100,0,0,0
06037134201,037,134201,49,36,85
06037310701,037,310701,18,0,18
06037311000,037,311000,49,0,49
06037311100,037,311100,57,10,67
06071006401,071,006401,5,18,23
06071008001,071,008001,21,0,21
06071008404,071,008404,10,0,10
06071008901,071,008901,16,0,16
06071009300,071,009300,0,0,0
06071010021,071,010021,99,26,125
06071011700,071,011700,3,0,3
06071007104,071,007104,0,0,0
06071007105,071,007105,38,59,97
06071000808,071,000808,70,41,111
06071001400,071,001400,20,0,20
06071002204,071,002204,11,0,11
06071000304,071,000304,19,8,27
06071008500,071,008500,74,0,74
06071008002,071,008002,16,84,100
06071008403,071,008403,48,0,48
06037703100,037,703100,0,0,0
06037910403,037,910403,15,10,25
06037910807,037,910807,67,0,67
06037910810,037,910810,6,0,6
06071002401,071,002401,59,23,82
06071002402,071,002402,19,0,19
06071003700,071,003700,38,0,38
06071004601,071,004601,80,109,189
06071004700,071,004700,8,9,17
06071004800,071,004800,21,16,37
06067006201,067,006201,66,1,67
06067006500,067,006500,18,33,51
06067007014,067,007014,31,32,63
06067007206,067,007206,53,0,53
06067007504,067,007504,3,0,3
06067008005,067,008005,68,9,77
06067008135,067,008135,0,0,0
06067008139,067,008139,9,8,17
06067008143,067,008143,26,23,49
06067008144,067,008144,21,0,21
06067008907,067,008907,12,8,20
06067008912,067,008912,19,0,19
06067007011,067,007011,12,77,89
06067007209,067,007209,15,0,15
06067007403,067,007403,13,5,18
06067007421,067,007421,84,34,118
06067007422,067,007422,4,0,4
06067007501,067,007501,48,8,56
06067007701,067,007701,31,13,44
06067007801,067,007801,13,12,25
06037302504,037,302504,6,22,28
06037310201,037,310201,20,0,20
06037310202,037,310202,48,0,48
06065045119,065,045119,0,27,27
06059099407,059,099407,4,0,4
06059099602,059,099602,9,0,9
06059099701,059,099701,0,0,0
06059099803,059,099803,7,0,7
06059099906,059,099906,79,0,79
06059110004,059,110004,44,10,54
06059110008,059,110008,0,0,0
06059110011,059,110011,0,0,0
06059110117,059,110117,13,12,25
06059110118,059,110118,0,0,0
06059110202,059,110202,36,0,36
06059110301,059,110301,21,0,21
06059110303,059,110303,0,13,13
06059110401,059,110401,22,9,31
06059110015,059,110015,40,0,40
06059099512,059,099512,0,0,0
06059099905,059,099905,18,0,18
06073008345,073,008345,21,0,21
06073008355,073,008355,11,0,11
06073008356,073,008356,55,16,71
06073008359,073,008359,78,0,78
06073008360,073,008360,33,0,33
06073008504,073,008504,26,0,26
06073008702,073,008702,37,7,44
06073008902,073,008902,45,0,45
06073009101,073,009101,20,0,20
06037901010,037,901010,43,26,69
06037901011,037,901011,7,5,12
06037901209,037,901209,5,0,5
06037901210,037,901210,0,0,0
06037901213,037,901213,26,0,26
06037910001,037,910001,40,0,40
06037910002,037,910002,20,44,64
06037910101,037,910101,10,0,10
06037910207,037,910207,15,0,15
06037910208,037,910208,31,0,31
06037910209,037,910209,27,20,47
06037603801,037,603801,26,30,56
06037603802,037,603802,29,0,29
06037604001,037,604001,6,39,45
06037604002,037,604002,26,13,39
06037620305,037,620305,78,0,78
06037650401,037,650401,50,0,50
06037651304,037,651304,24,0,24
06037651401,037,651401,5,11,16
06037650604,037,650604,13,18,31
06037650605,037,650605,20,0,20
06085500902,085,500902,16,4,20
06085502001,085,502001,35,17,52
06085502102,085,502102,32,0,32
06085502202,085,502202,23,11,34
06085502400,085,502400,71,0,71
06085502500,085,502500,111,0,111
06085503305,085,503305,11,10,21
06085503306,085,503306,49,14,63
06085503504,085,503504,15,47,62
06085504315,085,504315,0,0,0
06085504319,085,504319,66,0,66
06071004202,071,004202,22,12,34
06071004401,071,004401,40,30,70
06071006302,071,006302,32,43,75
06071007404,071,007404,30,6,36
06071007901,071,007901,26,0,26
06071008301,071,008301,37,0,37
06071008302,071,008302,0,0,0
06071000105,071,000105,9,7,16
06071000107,071,000107,7,0,7
06071000201,071,000201,10,10,20
06071002601,071,002601,9,0,9
06071003000,071,003000,0,0,0
06071008704,071,008704,11,56,67
06065045121,065,045121,0,71,71
06065045122,065,045122,0,0,0
06065045123,065,045123,0,0,0
06065045124,065,045124,0,0,0
06065045125,065,045125,0,0,0
06065045212,065,045212,0,0,0
06065045213,065,045213,9,0,9
06065045214,065,045214,38,0,38
06065045215,065,045215,53,0,53
06065045216,065,045216,16,0,16
06065045217,065,045217,16,53,69
06065045222,065,045222,24,0,24
06065045224,065,045224,17,81,98
06065045226,065,045226,28,43,71
06065045228,065,045228,54,0,54
06065045233,065,045233,0,0,0
06065045304,065,045304,40,16,56
06065045303,065,045303,19,42,61
06065045606,065,045606,0,12,12
06065045608,065,045608,0,0,0
06065045609,065,045609,53,0,53
06065045707,065,045707,47,0,47
06065046500,065,046500,14,10,24
06065046601,065,046601,4,0,4
06065046602,065,046602,9,0,9
06065046700,065,046700,15,28,43
06037183402,037,183402,20,9,29
06037183701,037,183701,26,0,26
06037183702,037,183702,0,0,0
06037185203,037,185203,27,0,27
06037185204,037,185204,0,0,0
06037186201,037,186201,41,49,90
06037186202,037,186202,6,35,41
06037186203,037,186203,13,0,13
06037186301,037,186301,22,28,50
06037186302,037,186302,32,8,40
06037186403,037,186403,6,19,25
06037186404,037,186404,10,19,29
06037187101,037,187101,14,0,14
06037187102,037,187102,49,0,49
06037188201,037,188201,14,0,14
06037188202,037,188202,15,0,15
06037189101,037,189101,36,24,60
06037123205,037,123205,0,7,7
06037238310,037,238310,0,44,44
06037240010,037,240010,0,8,8
06037240600,037,240600,9,21,30
06037240700,037,240700,25,62,87
06037242100,037,242100,9,0,9
06037603703,037,603703,0,0,0
06037620501,037,620501,65,0,65
06037620601,037,620601,15,0,15
06037620800,037,620800,102,0,102
06037621001,037,621001,54,0,54
06037621201,037,621201,60,38,98
06037651101,037,651101,19,0,19
06037670003,037,670003,73,5,78
06037670201,037,670201,18,0,18
06037670407,037,670407,59,0,59
06037670702,037,670702,13,0,13
06037700600,037,700600,7,0,7
06037700902,037,700902,0,0,0
06037701601,037,701601,36,0,36
06037502500,037,502500,22,5,27
06037502601,037,502601,0,0,0
06037502602,037,502602,16,0,16
06037502902,037,502902,16,6,22
06037503402,037,503402,0,7,7
06037503701,037,503701,23,0,23
06037503802,037,503802,32,0,32
06037530101,037,530101,14,40,54
06037530500,037,530500,4,0,4
06037310300,037,310300,7,0,7
06037400206,037,400206,11,0,11
06001432502,001,432502,15,30,45
06001433103,001,433103,51,15,66
06001433104,001,433104,37,0,37
06001435103,001,435103,38,0,38
06001435104,001,435104,54,47,101
06001435601,001,435601,63,7,70
06001435602,001,435602,39,22,61
06001437101,001,437101,37,0,37
06001437102,001,437102,26,10,36
06001437701,001,437701,12,8,20
06001437702,001,437702,48,24,72
06001438203,001,438203,12,27,39
06065043244,065,043244,55,21,76
06065043246,065,043246,5,29,34
06065043247,065,043247,35,20,55
06065043248,065,043248,41,0,41
06065043252,065,043252,0,85,85
06065043250,065,043250,45,0,45
06065043254,065,043254,0,0,0
06065043256,065,043256,9,20,29
06065043257,065,043257,64,0,64
06065043262,065,043262,35,19,54
06065043264,065,043264,24,0,24
06065043265,065,043265,40,15,55
06001441503,001,441503,99,0,99
06001450605,001,450605,22,0,22
06001433400,001,433400,60,0,60
06001441200,001,441200,68,0,68
06001444400,001,444400,32,0,32
06001436200,001,436200,0,0,0
06001437900,001,437900,5,0,5
06001441700,001,441700,66,0,66
06067006003,067,006003,27,14,41
06067006101,067,006101,34,0,34
06067006102,067,006102,38,22,60
06059052428,059,052428,29,0,29
06059052514,059,052514,21,0,21
06059099306,059,099306,58,0,58
06059099402,059,099402,0,50,50
06037550400,037,550400,0,0,0
06037554101,037,554101,0,8,8
06037554512,037,554512,36,0,36
06037554513,037,554513,12,6,18
06037554801,037,554801,13,10,23
06037554802,037,554802,0,9,9
06037800504,037,800504,0,0,0
06037800506,037,800506,14,0,14
06037900103,037,900103,0,7,7
06037900104,037,900104,12,0,12
06037900201,037,900201,11,0,11
06037900505,037,900505,0,10,10
06037900506,037,900506,6,15,21
06037900507,037,900507,7,0,7
06037900508,037,900508,21,15,36
06037900608,037,900608,0,0,0
06037901008,037,901008,16,0,16
06037900609,037,900609,22,0,22
06037901009,037,901009,0,11,11
06037620904,037,620904,0,0,0
06037621004,037,621004,0,0,0
06037621104,037,621104,27,60,87
06037621204,037,621204,25,10,35
06037621324,037,621324,13,14,27
06037621326,037,621326,5,0,5
06037650003,037,650003,5,8,13
06037650004,037,650004,39,0,39
06001427300,001,427300,32,0,32
06001427600,001,427600,26,29,55
06001427900,001,427900,80,0,80
06001428302,001,428302,32,0,32
06001428600,001,428600,3,23,26
06001430800,001,430800,57,0,57
06001433600,001,433600,0,20,20
06001437400,001,437400,38,0,38
06001438201,001,438201,20,0,20
06001423000,001,423000,28,0,28
06001428100,001,428100,53,0,53
06001428400,001,428400,32,0,32
06001430200,001,430200,0,0,0
06001432200,001,432200,32,0,32
06001432400,001,432400,0,71,71
06001433800,001,433800,15,0,15
06001434000,001,434000,22,6,28
06001435102,001,435102,8,0,8
06001435500,001,435500,0,0,0
06001438000,001,438000,34,9,43
06001440307,001,440307,0,0,0
06001441401,001,441401,11,0,11
06001441601,001,441601,0,7,7
06071008706,071,008706,149,34,183
06071009709,071,009709,16,0,16
06067008113,067,008113,8,31,39
06059052526,059,052526,42,0,42
06059062612,059,062612,0,0,0
06059062620,059,062620,18,0,18
06059062643,059,062643,19,0,19
06059062701,059,062701,11,0,11
06059063005,059,063005,0,0,0
06059063603,059,063603,0,0,0
06059063805,059,063805,18,0,18
06059063807,059,063807,11,42,53
06059063902,059,063902,54,0,54
06059074003,059,074003,11,6,17
06059074110,059,074110,18,0,18
06037670202,037,670202,0,0,0
06037800101,037,800101,17,9,26
06037920111,037,920111,11,0,11
06037531000,037,531000,37,26,63
06037530004,037,530004,13,0,13
06037530301,037,530301,9,11,20
06037530901,037,530901,31,4,35
06037532001,037,532001,9,0,9
06037532500,037,532500,41,9,50
06037533403,037,533403,0,22,22
06037533501,037,533501,10,0,10
06073003004,073,003004,23,30,53
06073003109,073,003109,5,4,9
06073003112,073,003112,13,0,13
06073003213,073,003213,0,0,0
06073003601,073,003601,0,0,0
06073003901,073,003901,21,13,34
06073004501,073,004501,0,9,9
06073004600,073,004600,16,0,16
06067007019,067,007019,21,14,35
06067007020,067,007020,18,47,65
06067007101,067,007101,0,0,0
06067007102,067,007102,47,0,47
06067007103,067,007103,72,0,72
06037553000,037,553000,10,50,60
06037553400,037,553400,13,24,37
06065045114,065,045114,0,0,0
06065045115,065,045115,0,0,0
06065045116,065,045116,0,0,0
06065045117,065,045117,0,0,0
06065045120,065,045120,43,0,43
06065045118,065,045118,0,20,20
06067007104,067,007104,35,0,35
06067007105,067,007105,78,0,78
06067007106,067,007106,59,18,77
06067007107,067,007107,46,21,67
06067007426,067,007426,14,0,14
06037120103,037,120103,30,5,35
06037120104,037,120104,11,4,15
06037120105,037,120105,0,0,0
06037120106,037,120106,0,14,14
06037910713,037,910713,0,0,0
06037910714,037,910714,32,7,39
06037910715,037,910715,20,36,56
06037910716,037,910716,29,35,64
06073018000,073,018000,24,41,65
06073018200,073,018200,0,13,13
06073018507,073,018507,108,0,108
06073003003,073,003003,43,0,43
06073003105,073,003105,112,0,112
06073003201,073,003201,55,73,128
06073003209,073,003209,0,22,22
06073003301,073,003301,34,6,40
06073003401,073,003401,103,0,103
06073004200,073,004200,50,0,50
06073004300,073,004300,36,0,36
06073005600,073,005600,0,0,0
06073008101,073,008101,0,0,0
06073008313,073,008313,14,0,14
06073008331,073,008331,6,0,6
06073008343,073,008343,44,0,44
06037134905,037,134905,32,0,32
06037135113,037,135113,8,0,8
06037135114,037,135114,37,0,37
06037137103,037,137103,146,0,146
06037139001,037,139001,0,0,0
06037134904,037,134904,26,0,26
06037137104,037,137104,20,0,20
06037139401,037,139401,26,0,26
06037139402,037,139402,20,0,20
06037221110,037,221110,0,0,0
06037221120,037,221120,0,16,16
06037222500,037,222500,17,15,32
06037224020,037,224020,0,0,0
06037224320,037,224320,0,18,18
06037227020,037,227020,0,1,1
06037228720,037,228720,0,23,23
06037229200,037,229200,0,52,52
06037231300,037,231300,18,31,49
06037231710,037,231710,7,17,24
06037232700,037,232700,0,20,20
06037236202,037,236202,36,32,68
06037405600,037,405600,9,27,36
06037405900,037,405900,29,0,29
06037406000,037,406000,21,18,39
06037406411,037,406411,26,11,37
06037406412,037,406412,3,6,9
06037407400,037,407400,27,8,35
06037408302,037,408302,18,0,18
06037408503,037,408503,42,14,56
06037408624,037,408624,12,0,12
06037480012,037,480012,14,9,23
06037462500,037,462500,69,16,85
06037462600,037,462600,18,0,18
06059110201,059,110201,17,0,17
06059110302,059,110302,50,35,85
06059086502,059,086502,39,9,48
06059086602,059,086602,67,0,67
06059088401,059,088401,50,11,61
06059088501,059,088501,41,0,41
06085504414,085,504414,90,18,108
06085504415,085,504415,48,0,48
06085504504,085,504504,45,1,46
06085507703,085,507703,0,0,0
06085506502,085,506502,10,0,10
06085506605,085,506605,28,0,28
06085506606,085,506606,36,0,36
06085507807,085,507807,30,0,30
06059099217,059,099217,14,0,14
06059099220,059,099220,0,0,0
06059099224,059,099224,0,7,7
06059099234,059,099234,11,0,11
06059099235,059,099235,0,11,11
06059099243,059,099243,20,10,30
06059099311,059,099311,9,0,9
06059099410,059,099410,0,0,0
06059099510,059,099510,0,0,0
06059099702,059,099702,43,0,43
06059099802,059,099802,7,8,15
06037137301,037,137301,51,0,51
06037139302,037,139302,46,0,46
06037137401,037,137401,58,7,65
06037137402,037,137402,0,0,0
06037139200,037,139200,62,0,62
06037139703,037,139703,12,0,12
06037139801,037,139801,0,0,0
06037141600,037,141600,23,0,23
06073002602,073,002602,0,15,15
06073003107,073,003107,26,0,26
06073003204,073,003204,39,0,39
06073003208,073,003208,0,0,0
06073003800,073,003800,13,0,13
06073004400,073,004400,19,0,19
06073001200,073,001200,19,0,19
06073002501,073,002501,19,0,19
06073002502,073,002502,16,31,47
06073002904,073,002904,0,0,0
06073003103,073,003103,13,14,27
06073003113,073,003113,84,0,84
06073001400,073,001400,29,0,29
06073002001,073,002001,9,10,19
06073002202,073,002202,4,24,28
06073002402,073,002402,9,24,33
06073002601,073,002601,19,35,54
06073002804,073,002804,14,17,31
06073002905,073,002905,40,22,62
06073017104,073,017104,0,0,0
06073017200,073,017200,0,0,0
06073017809,073,017809,37,0,37
06073017900,073,017900,150,0,150
06073018510,073,018510,35,21,56
06073018512,073,018512,7,0,7
06073018513,073,018513,68,21,89
06073018603,073,018603,25,36,61
06073012401,073,012401,0,0,0
06073018515,073,018515,18,0,18
06073018518,073,018518,0,21,21
06073019001,073,019001,0,0,0
06037143400,037,143400,32,45,77
06037181000,037,181000,13,0,13
06037183520,037,183520,0,15,15
06037191204,037,191204,18,11,29
06037191620,037,191620,0,12,12
06037191820,037,191820,24,0,24
06037192510,037,192510,30,0,30
06037192520,037,192520,0,0,0
06037192610,037,192610,0,10,10
06037194500,037,194500,6,0,6
06037195300,037,195300,0,0,0
06037195600,037,195600,0,9,9
06037199400,037,199400,0,15,15
06071000826,071,000826,63,0,63
06071000901,071,000901,14,28,42
06071000903,071,000903,12,17,29
06071000904,071,000904,11,0,11
06071001001,071,001001,30,5,35
06073019103,073,019103,22,0,22
06073019206,073,019206,17,16,33
06073019303,073,019303,11,15,26
06073019405,073,019405,27,20,47
06073019406,073,019406,10,46,56
06073000400,073,000400,36,0,36
06073000500,073,000500,52,0,52
06073000900,073,000900,0,0,0
06073002302,073,002302,30,0,30
06073002710,073,002710,17,0,17
06067008129,067,008129,7,8,15
06067008204,067,008204,28,0,28
06067002800,067,002800,0,0,0
06067004801,067,004801,0,37,37
06067007424,067,007424,0,11,11
06067008124,067,008124,11,0,11
06065041810,065,041810,22,0,22
06065041904,065,041904,51,34,85
06065042010,065,042010,19,22,41
06065042207,065,042207,10,0,10
06065042209,065,042209,0,70,70
06065042210,065,042210,21,11,32
06065042300,065,042300,32,12,44
06065044804,065,044804,18,0,18
06065044805,065,044805,16,0,16
06065045604,065,045604,55,20,75
06065045900,065,045900,15,0,15
06065046102,065,046102,9,28,37
06065046401,065,046401,0,0,0
06065046402,065,046402,0,4,4
06065041412,065,041412,64,0,64
06065041807,065,041807,17,0,17
06065041813,065,041813,16,7,23
06065049000,065,049000,44,81,125
06065049100,065,049100,0,0,0
06065049400,065,049400,10,0,10
06065048901,065,048901,36,6,42
06065048902,065,048902,23,11,34
06065049500,065,049500,6,23,29
06059062644,059,062644,15,0,15
06065049600,065,049600,20,0,20
06065049700,065,049700,66,0,66
06065049800,065,049800,28,0,28
06065050300,065,050300,63,34,97
06065050400,065,050400,14,18,32
06065050500,065,050500,139,79,218
06065050600,065,050600,72,0,72
06065050700,065,050700,71,10,81
06065050900,065,050900,25,0,25
06065051100,065,051100,44,0,44
06065051200,065,051200,0,0,0
06065051300,065,051300,0,98,98
06065051400,065,051400,0,0,0
06065940400,065,940400,34,13,47
06067004502,067,004502,13,95,108
06085503333,085,503333,33,0,33
06085503334,085,503334,51,20,71
06085503336,085,503336,21,20,41
06085503337,085,503337,0,6,6
06085503710,085,503710,28,0,28
06085503711,085,503711,30,16,46
06085503712,085,503712,8,17,25
06085503713,085,503713,4,0,4
06085503902,085,503902,111,0,111
06085503903,085,503903,12,0,12
06085504322,085,504322,41,0,41
06065040813,065,040813,0,0,0
06065040814,065,040814,24,13,37
06065040815,065,040815,9,18,27
06065040816,065,040816,11,0,11
06065040821,065,040821,26,0,26
06065041101,065,041101,60,0,60
06065041102,065,041102,19,0,19
06065041301,065,041301,46,6,52
06065041302,065,041302,16,22,38
06065041910,065,041910,57,0,57
06065041911,065,041911,88,0,88
06037212701,037,212701,0,0,0
06037212502,037,212502,0,9,9
06037212702,037,212702,0,0,0
06037214501,037,214501,29,0,29
06037214502,037,214502,0,0,0
06037214503,037,214503,53,2,55
06037214901,037,214901,16,0,16
06037214902,037,214902,69,0,69
06085504323,085,504323,72,0,72
06085505009,085,505009,89,8,97
06085508003,085,508003,20,0,20
06085508004,085,508004,22,0,22
06085508507,085,508507,76,0,76
06085508508,085,508508,28,6,34
06085504423,085,504423,9,0,9
06085505008,085,505008,129,0,129
06085511301,085,511301,20,0,20
06037910811,037,910811,0,0,0
06037910812,037,910812,0,0,0
06037910813,037,910813,0,12,12
06037911001,037,911001,0,0,0
06037920011,037,920011,0,0,0
06037920012,037,920012,5,0,5
06037532002,037,532002,0,23,23
06037532101,037,532101,18,10,28
06037532604,037,532604,8,18,26
06037533804,037,533804,0,0,0
06037533901,037,533901,38,0,38
06037534001,037,534001,48,17,65
06037534403,037,534403,0,22,22
06037534406,037,534406,20,20,40
06037534502,037,534502,0,50,50
06037535101,037,535101,36,20,56
06037535503,037,535503,6,24,30
06037535604,037,535604,32,20,52
06037271300,037,271300,10,46,56
06037215101,037,215101,31,0,31
06037215102,037,215102,13,0,13
06037216401,037,216401,13,0,13
06037216402,037,216402,29,0,29
06037217001,037,217001,38,0,38
06037217002,037,217002,0,15,15
06037218701,037,218701,9,15,24
06037218702,037,218702,0,14,14
06037219901,037,219901,14,0,14
06037219902,037,219902,13,19,32
06037221303,037,221303,0,13,13
06037221304,037,221304,13,0,13
06071000115,071,000115,119,0,119
06071000116,071,000116,59,0,59
06071000113,071,000113,38,72,110
06071000117,071,000117,17,0,17
06071010004,071,010004,50,0,50
06071010014,071,010014,5,0,5
06071010016,071,010016,11,0,11
06071010017,071,010017,0,0,0
06071010023,071,010023,18,26,44
06071010300,071,010300,7,6,13
06071011300,071,011300,0,0,0
06071000103,071,000103,39,0,39
06071001200,071,001200,18,8,26
06071001600,071,001600,13,0,13
06037533601,037,533601,0,0,0
06037534803,037,534803,4,23,27
06037535603,037,535603,10,0,10
06037535902,037,535902,24,0,24
06037540102,037,540102,11,80,91
06037540502,037,540502,53,65,118
06037540800,037,540800,34,0,34
06037541300,037,541300,7,7,14
06037541400,037,541400,69,34,103
06037542900,037,542900,12,28,40
06037550700,037,550700,15,0,15
06037551800,037,551800,22,63,85
06037211410,037,211410,0,0,0
06037211500,037,211500,0,6,6
06037212420,037,212420,17,13,30
06037212800,037,212800,8,0,8
06037213100,037,213100,21,0,21
06037216300,037,216300,61,0,61
06037219800,037,219800,9,9,18
06037222700,037,222700,0,0,0
06037224310,037,224310,15,15,30
06037224420,037,224420,0,17,17
06037228220,037,228220,6,18,24
06037228320,037,228320,9,4,13
06037228410,037,228410,15,28,43
06037228420,037,228420,3,0,3
06067004006,067,004006,45,0,45
06067004010,067,004010,11,0,11
06067004011,067,004011,19,0,19
06067004903,067,004903,39,23,62
06067004906,067,004906,10,0,10
06067005002,067,005002,13,77,90
06067005506,067,005506,0,0,0
06067005801,067,005801,67,0,67
06067006300,067,006300,44,13,57
06067007012,067,007012,25,0,25
06067007204,067,007204,27,0,27
06067007423,067,007423,0,49,49
06067007905,067,007905,46,14,60
06067007906,067,007906,29,0,29
06067008128,067,008128,6,0,6
06067008141,067,008141,34,38,72
06067008142,067,008142,0,35,35
06067008403,067,008403,0,0,0
06037228500,037,228500,9,24,33
06037228900,037,228900,10,8,18
06037229420,037,229420,13,6,19
06037231220,037,231220,20,0,20
06037231500,037,231500,0,87,87
06037234200,037,234200,26,0,26
06067003300,067,003300,37,0,37
06067003400,067,003400,44,0,44
06067004005,067,004005,38,0,38
06067004402,067,004402,35,4,39
06067005102,067,005102,41,25,66
06067005402,067,005402,0,0,0
06067005403,067,005403,0,0,0
06067005702,067,005702,18,6,24
06067005803,067,005803,0,0,0
06067002000,067,002000,0,9,9
06037570303,037,570303,9,12,21
06037570603,037,570603,0,67,67
06037570702,037,570702,15,0,15
06037576200,037,576200,0,0,0
06037577100,037,577100,125,0,125
06037577200,037,577200,14,0,14
06071002021,071,002021,35,0,35
06071002022,071,002022,30,10,40
06071002023,071,002023,18,13,31
06071002025,071,002025,52,0,52
06071002027,071,002027,39,0,39
06071002028,071,002028,0,7,7
06071002029,071,002029,0,11,11
06071002031,071,002031,53,0,53
06071002033,071,002033,74,64,138
06071002034,071,002034,39,0,39
06071002035,071,002035,62,0,62
06071002036,071,002036,194,44,238
06071002101,071,002101,7,0,7
06071002037,071,002037,45,0,45
06001442700,001,442700,15,0,15
06001451201,001,451201,73,42,115
06001451401,001,451401,59,16,75
06001451602,001,451602,84,0,84
06001400300,001,400300,50,0,50
06001401800,001,401800,10,0,10
06001404502,001,404502,87,0,87
06001406700,001,406700,0,21,21
06001408600,001,408600,27,55,82
06001409000,001,409000,54,18,72
06001409800,001,409800,0,36,36
06001410000,001,410000,22,12,34
06001421200,001,421200,14,0,14
06001423500,001,423500,40,10,50
06037600501,037,600501,5,3,8
06037600502,037,600502,0,17,17
06037600702,037,600702,30,0,30
06073004700,073,004700,9,0,9
06037910504,037,910504,6,35,41
06037910505,037,910505,11,0,11
06037910210,037,910210,75,0,75
06037910605,037,910605,17,0,17
06037910606,037,910606,26,0,26
06037910711,037,910711,37,0,37
06037910712,037,910712,0,8,8
06073019803,073,019803,66,13,79
06073019903,073,019903,30,14,44
06001424002,001,424002,8,4,12
06001430900,001,430900,35,45,80
06001431000,001,431000,40,23,63
06001432800,001,432800,16,9,25
06001433102,001,433102,23,44,67
06085507904,085,507904,5,0,5
06085508504,085,508504,100,0,100
06085508505,085,508505,37,0,37
06085508704,085,508704,32,0,32
06037577603,037,577603,25,0,25
06037601002,037,601002,53,16,69
06037601401,037,601401,36,31,67
06037602004,037,602004,0,0,0
06037602301,037,602301,48,55,103
06037602403,037,602403,11,36,47
06037603001,037,603001,1,0,1
06037503401,037,503401,97,0,97
06037532400,037,532400,0,0,0
06037402502,037,402502,54,17,71
06037404600,037,404600,0,7,7
06037301204,037,301204,36,0,36
06037311600,037,311600,96,0,96
06073013308,073,013308,7,0,7
06073013309,073,013309,12,0,12
06073013410,073,013410,78,32,110
06073013418,073,013418,52,85,137
06073013504,073,013504,31,0,31
06073013601,073,013601,69,60,129
06073013903,073,013903,33,11,44
06073013907,073,013907,0,0,0
06073014602,073,014602,110,0,110
06073014803,073,014803,11,48,59
06073015701,073,015701,31,104,135
06073016617,073,016617,15,0,15
06073016810,073,016810,33,0,33
06073016811,073,016811,16,0,16
06073017014,073,017014,0,0,0
06073017019,073,017019,0,0,0
06073017032,073,017032,0,0,0
06073017037,073,017037,46,15,61
06073017106,073,017106,14,16,30
06073017601,073,017601,26,0,26
06073000100,073,000100,0,0,0
06067007402,067,007402,35,23,58
06067007406,067,007406,60,17,77
06067007802,067,007802,9,0,9
06067008911,067,008911,11,49,60
06067009105,067,009105,13,29,42
06067009504,067,009504,6,9,15
06067009616,067,009616,8,38,46
06067007001,067,007001,9,0,9
06067007602,067,007602,13,17,30
06067009108,067,009108,0,43,43
06067008207,067,008207,40,0,40
06067008909,067,008909,5,13,18
06067009609,067,009609,17,9,26
06067009323,067,009323,46,48,94
06067008131,067,008131,31,43,74
06067009109,067,009109,10,0,10
06067009800,067,009800,13,0,13
06067005001,067,005001,30,47,77
06067007013,067,007013,0,17,17
06067008510,067,008510,49,0,49
06067008512,067,008512,56,0,56
06067008513,067,008513,13,0,13
